//
//	SKILL_ELEMENT_ICE = 0,
//	SKILL_ELEMENT_POISON = 1,
//	SKILL_ELEMENT_LIGHTNING = 2,
//	SKILL_ELEMENT_FIRE = 3,
//	SKILL_ELEMENT_EARTH = 4,
//	SKILL_ELEMENT_WIND = 5,
//	SKILL_ELEMENT_WATER = 6
//
//Index	Name	Damage	MP	AG	Range	Radio	Delay	Type	Effect	ReqLevl	ReqEner	ReqLead	RqKilCn	ReqGuildStatus	Element	DW	DK	FE	MG	DL	SU	RF	GL
677	"Shield Block"	2	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
678	"Weapon Block"	2	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
679	"Protection Shield"	39	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
680	"Steel Armor"	35	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
681	"Strong Mind"	1	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
682	"Absorb Life"	22	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
683	"Absorb Shield"	3	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
684	"Cloak of Transcendence Absorption PowUp"	38	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
685	"Cloak of Transcendence Defense PowUp"	17	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
686	"Cloak of Transcendence Attack PowUp"	17	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
687	"Spin Step PowUp"	100	15	0	2	2	400	*	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
688	"Harsh Strike PowUp"	80	15	0	3	0	400	*	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
689	"Weapon Mastery"	22	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
690	"Spin Step Mastery"	4	20	0	2	2	400	*	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
691	"Harsh Strike Mastery"	0	20	0	3	0	400	*	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
692	"Magic Pin PowUp"	4	30	20	2	0	400	*	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
693	"Obsidian PowUp"	18	50	50	0	0	0	*	220	0	0	0	0	0	0	0	0	0	0	0	0	0	3
694	"Magic Pin Proficiency"	7	35	20	2	0	400	*	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
695	"Magic Pin Mastery"	0	40	22	3	0	400	*	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
696	"Breche PowUp"	4	45	25	3	3	0	*	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
697	"Breche Proficiency"	7	45	25	3	3	0	*	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
698	"Breche Mastery"	0	50	30	3	3	0	*	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
699	"Shining Peak PowUp"	5	0	0	4	4	0	*	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3
700	"Burst"	38	200	50	0	0	60000	*	219	0	0	0	0	0	0	0	0	0	0	0	0	0	3
701	"Burst PowUp"	23	210	52	0	0	60000	*	226	0	0	0	0	0	0	0	0	0	0	0	0	0	3
702	"Lance PowUp"	22	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
703	"Circle Shield PowUp"	10	100	50	0	0	0	*	221	0	0	0	0	0	0	0	0	0	0	0	0	0	3
704	"Shield PowUp"	10	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
705	"Lance Mastery"	1	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
706	"Circle Shield Mastery"	23	100	50	0	0	0	*	222	0	0	0	0	0	0	0	0	0	0	0	0	0	3
707	"Shield Mastery"	17	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
708	"Wrath PowUp"	23	110	50	0	0	1000	*	223	0	0	0	0	0	0	0	0	0	0	0	0	0	3
709	"Wrath Profici"	23	130	60	0	0	1000	*	224	0	0	0	0	0	0	0	0	0	0	0	0	0	3
710	"Wrath Mastery"	38	150	80	0	0	1000	*	225	0	0	0	0	0	0	0	0	0	0	0	0	0	3
711	"Increases Retaliation DMG"	23	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
712	"Increases Rage DMG"	23	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
713	"Shield Block"	2	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
714	"Weapon Block"	2	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
715	"Protection Shield"	39	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
716	"Steel Armor"	35	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
717	"Strong Mind"	1	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
718	"Absorb Life"	22	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
719	"Absorb Shield"	3	0	0	0	0	0	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
720	"Immune I"	0	300	200	0	0	500	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
721	"Immune II"	0	300	200	0	0	500	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722	"Berserker I"	0	500	300	0	0	500	*	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
723	"Fire Blow"	120	17	17	3	2	0	*	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
724	"Meteor Strike"	100	92	17	7	2	0	*	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
725	"Meteor Storm"	105	105	20	6	6	500	*	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
726	"Soul Seeker"	125	90	16	7	2	0	*	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0
727	"Focus Shot"	110	12	9	7	1	0	*	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0
728	"rocket"	95	15	11	6	0	0	*	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
729	"Fire Beast"	100	95	11	7	2	500	*	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
730	"Aqua Beast"	100	95	11	7	2	500	*	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0
731	"Ice Blood"	330	19	28	3	3	0	*	86	0	0	0	0	0	2	0	0	0	3	0	0	0	0
732	"Fire Blood"	330	19	28	3	3	0	*	83	0	0	0	0	0	1	0	0	0	3	0	0	0	0
733	"Dark Blast"	120	92	17	7	3	0	*	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0
734	"Meteor Strike"	120	92	17	7	2	0	*	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0
735	"Fireball?"	100	50	50	3	0	500	*	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
736	"Prison Lightw"	220	30	10	3	0	0	*	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
737	"Wind Soul"	85	0	0	6	8	0	*	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0
738	"Fighting God"	500	50	25	5	2	0	*	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
739	"DarkPhoenShot"	650	30	10	7	2	600	*	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
740	"Archangel's will"	0	100	150	0	0	90000	*	246	0	0	0	0	0	0	1	1	1	1	1	1	1	1
743	"Boost maximum vitality"	43	0	0	0	0	0	*	0	0	0	0	0	0	0	3	3	3	3	3	3	0	3
744	"Phoenix Shot Strengthener"	22	30	0	4	4	1200	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
745	"Phoenix Shot Mastery"	1	30	0	4	4	1200	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0
1001	"Skill damage increase"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1002	"Increase the number of damage+1"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1003	"Increase the number of damage+2"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1004	"Increase the number of damage+3"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1005	"Increase the number of damage+4"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1006	"Increase the number of damage+5"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1007	"Increase the chance of additional damage"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1008	"Increases Attack Speed"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1009	"Increases range"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1010	"Add splash damage"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1011	"Increases distance"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1012	"Target increase"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1013	"Buff synergy"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1014	"Buff synergy"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1015	"Increase skill duration"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1016	"Iron Defense"	3	70	31	0	0	30000	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1017	"Reinforced Iron Defense"	3	70	31	0	0	30000	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1018	"Reduce reuse time"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1019	"Eliminate reuse time"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1020	"Weapon Attack Power Increase (%)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1021	"Increased Weapon Power (%)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1022	"Add penetration effect"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1023	"Add Arrow Projectile"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1024	"Increases probability of poisoning (1)"	151	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1025	"Increases probability of freezing (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1026	"Increases probability of bleeding (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1027	"Increases probability of shocking (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1028	"Increases poisoning effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1029	"Increases freezing effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1030	"Increases bleeding effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1031	"Increases shocking effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1032	"Increases poisoning duration (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1033	"Increases freezing duration (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1034	"Increases bleeding duration (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1035	"Increases shocking duration (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1036	"Increases upgraded poisoning effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1037	"Increases upgraded freezing effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1038	"Increases upgraded bleeding effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1039	"Increases upgraded shocking effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1040	"Poisoning upgrade probability (Addiction) (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1041	"Freezing upgrade probability (Freeze) (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1042	"Bleeding upgrade probability (Excessive Bleeding) (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1043	"Shocking upgrade probability (Stun) (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1044	"Probability to increase maximum effect (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1045	"Probability to increase maximum duration (1)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1046	"Additional probability of poisoning (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1047	"Additional probability of freezing (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1048	"Additional probability of bleeding (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1049	"Additional probability of shocking (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1050	"Additional poisoning effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1051	"Additional freezing effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1052	"Additional bleeding effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1053	"Additional shocking effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1054	"Additional poisoning duration (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1055	"Additional freezing duration (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1056	"Additional bleeding duration (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1057	"Additional shocking duration (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1058	"Additional upgraded poisoning effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1059	"Additional upgraded freezing effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1060	"Additional upgraded bleeding effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1061	"Additional upgraded shocking effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1062	"Poisoning upgrade probability (Addiction) (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1063	"Freezing upgrade probability (Freeze) (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1064	"Bleeding upgrade probability (Excessive Bleeding) (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1065	"Shocking upgrade probability (Stun) (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1066	"Probability to increase maximum effect (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1067	"Probability to increase maximum duration (2)"	0	0	0	0	0	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1069	"Rageful Blow Enhanced"	60	25	22	3	3	0	1	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0
1071	"Death Stab Enhanced"	22	17	18	3	3	0	1	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0
1072	"Fire Blow Enhanced"	120	17	17	3	3	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0
1075	"Meteor Strike Enhanced"	100	92	17	7	7	0	3	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0
1076	"Meteor Storm Enhanced"	105	105	20	6	6	500	3	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0
1078	"Evil Spirit Enhanced"	45	108	7	6	6	0	3	0	0	0	0	0	0	5	4	0	0	4	0	0	0	0
1081	"Triple Shot Enhancement"	0	9	4	6	6	0	2	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0
1083	"Multi Shot Enhanced"	22	11	7	6	6	0	2	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0
1085	"Focus Shot Enhanced"	110	12	9	7	7	0	2	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0
1087	"Gigantic Storm Enhanced"	110	110	11	6	6	0	3	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0
1088	"Evil Spirit Enhanced"	45	108	7	6	6	0	3	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0
1089	"Dark Blast Enhanced"	120	92	17	7	7	0	3	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0
1092	"Fire Slash Enhanced"	80	15	20	3	3	0	1	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0
1094	"Fire Blood Enhanced"	330	19	28	3	3	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0
1095	"Ice Blood Enhanced"	330	19	28	3	3	0	1	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0
1096	"Fire Burst Enhancemen"	100	25	8	6	6	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0
1098	"Chaotic Diseier Enhanced"	190	60	17	6	6	0	1	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0
1099	"Wind Soul Enhanced"	85	0	0	1	8	0	1	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0
1102	"Fire Beast Enhanced"	100	95	11	7	7	500	3	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
1103	"Lightning Shock Enhanced"	95	105	10	6	6	0	3	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0
1105	"Aqua Beast Enhanced"	100	95	11	7	7	500	3	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0
1111	"Dragon Roar Enhanced"	0	42	17	3	3	700	*	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0
1112	"Chain Drive Enhanced"	0	22	18	4	4	700	*	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
1113	"Dark Side Enhanced"	0	0	7	6	6	0	*	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0
1117	"Magic Pin Enhanced"	80	40	22	3	3	500	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
1118	"Breche Enhanced"	400	40	23	3	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
1119	"Shining Peak Enhanced"	70	0	0	4	4	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4
1125	"Poisoning Storm"	25000	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1126	"Freezing Slaughter"	25000	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1127	"Bleeding Heart"	25000	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1128	"Shocking Boom"	25000	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1129	"Poisoning Storm Enhanced"	100	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1130	"Freezing Slaughter Enhanced"	100	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1131	"Bleeding Heart Enhanced"	100	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1132	"Shocking Boom Enhanced"	100	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1133	"Poisoning Storm Enhanced"	100	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1134	"Freezing Slaughter Enhanced"	100	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1135	"Bleeding Heart Enhanced"	100	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4
1136	"Shocking Boom Enhanced"	100	40	30	6	6	0	*	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4

end
