//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
587		1		4		1		20		60			100			138			173			206			236			264			289			312			333			352			370			385			399			411			421			430			438			445			450			0				0				0				0				0	0	0	0	0	0	14	0
588		1		4		1		20		1.20		2.02		2.78		3.48		4.13		4.73		5.29		5.79		6.26		6.68		7.06		7.40		7.71		7.98		8.22		8.43		8.62		8.77		8.91		9.02		0				0				585				0				0	0	0	0	0	0	16	0
590		1		5		1		20		12.04		20.18		27.76		34.80		41.31		47.33		52.86		57.94		62.57		66.78		70.59		74.02		77.09		79.82		82.23		84.34		86.16		87.73		89.05		90.16		0				0				583				0				0	0	0	0	0	0	17	0
591		1		5		1		20		1.20		2.02		2.78		3.48		4.13		4.73		5.29		5.79		6.26		6.68		7.06		7.40		7.71		7.98		8.22		8.43		8.62		8.77		8.91		9.02		0				0				587				0				0	0	0	0	0	0	18	0
593		1		6		1		20		6			11			15			19			23			27			30			33			36			39			41			43			45			46			48			49			50			51			52			53			0				0				0				0				0	0	0	0	0	0	23	0
594		1		6		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3			3.34		0				0				593				0				0	0	0	0	0	0	24	0
595		1		7		1		20		12			20			27			34			41			47			52			57			62			66			70			74			77			79			82			84			86			87			89			90			0				0				0				0				0	0	0	0	0	0	25	0
596		1		7		1		20		12			20			27			34			41			47			52			57			62			66			70			74			77			79			82			84			86			87			89			90			0				0				0				0				0	0	0	0	0	0	26	0
597		1		7		1		20		12			20			27			34			41			47			52			57			62			66			70			74			77			79			82			84			86			87			89			90			0				0				0				0				0	0	0	0	0	0	27	0
598		1		7		1		20		12			20			27			34			41			47			52			57			62			66			70			74			77			79			82			84			86			87			89			90			0				0				0				0				0	0	0	0	0	0	28	0
599		2		1		1		20		511			857			1179		1478		1755		2011		2246		2462		2659		2838		3000		3145		3276		3392		3494		3584		3661		3728		3784		3831		0				0				0				0				0	0	0	0	0	0	37	0

//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
600		2		4		1		20		102			171			235			295			351			402			449			492			531			567			600			629			655			678			698			716			732			745			756			766			0				0				0				0				0	0	0	0	0	0	51	0
601		2		5		1		20		102			171			235			295			351			402			449			492			531			567			600			629			655			678			698			716			732			745			756			766			0				0				600				0				0	0	0	0	0	0	55	0
602		2		6		1		20		27			47			65			82			97			112			125			137			148			159			168			176			183			190			196			201			205			209			212			215			0				0				601				0				0	0	0	0	0	0	59	0
603		3		1		1		20		818			1372		1887		2366		2809		3218		3594		3939		4254		4541		4800		5033		5242		5427		5591		5734		5859		5965		6055		6130		0				0				0				0				0	0	0	0	0	0	73	0
604		3		4		1		20		7.22		12.11		16.66		20.88		24.79		28.40		31.72		34.76		37.54		40.07		42.35		44.41		46.25		47.89		49.34		50.60		51.70		52.64		53.43		54.10		0				0				0				0				0	0	0	0	0	0	86	0
605		3		4		1		20		9.14		5.45		3.96		3.16		2.66		2.32		2.08		1.90		1.76		1.65		1.56		1.49		1.43		1.38		1.34		1.30		1.28		1.25		1.24		1.22		0				0				0				0				0	0	0	0	0	0	87	0
606		3		4		1		20		43.19		25.77		18.73		14.94		12.59		10.99		9.84		8.98		8.31		7.79		7.37		7.02		6.75		6.51		6.32		6.17		6.04		5.93		5.84		5.77		0				0				0				0				0	0	0	0	0	0	88	0
607		3		5		1		20		5			9			12			16			19			22			25			27			30			32			34			36			37			38			40			41			42			42			43			44			0				0				0				0				0	0	0	0	0	0	90	0
608		3		5		1		20		43.19		25.77		18.73		14.94		12.59		10.99		9.84		8.98		8.31		7.79		7.37		7.02		6.75		6.51		6.32		6.17		6.04		5.93		5.84		5.77		0				0				606				0				0	0	0	0	0	0	92	0
609		3		6		1		20		6			11			15			19			23			27			30			33			36			39			41			43			45			46			48			49			50			51			52			53			0				0				607				0				0	0	0	0	0	0	94	0
610		3		6		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3			3.34		0				0				0				0				0	0	0	0	0	0	96	0
611		3		7		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3			3.34		0				0				0				0				0	0	0	0	0	0	97	0
612		3		7		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3			3.34		0				0				0				0				0	0	0	0	0	0	98	0
613		3		7		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3			3.34		0				0				610				0				0	0	0	0	0	0	100	0
614		3		8		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3			3.34		0				0				0				0				0	0	0	0	0	0	104	0
615		3		9		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3			3.34		0				0				614				0				0	0	0	0	0	0	108	0
616		3		8		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3			3.34		0				0				612				0				0	0	0	0	0	0	102	0


617		3		9		1		20		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3		3.34		0		0		0		0		0		0		0		0		0		0		107		0


//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
623		1		8		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0				0				0				0				0	32	0	0	0	0	0	0
624		1		8		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0				0				0				0				0	31	0	0	0	0	0	0
625		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		623				0				0				0				0	36	0	0	0	0	0	0
626		1		9		1		20		33			56			77			97			115			132			148			162			175			186			197			207			215			223			230			236			241			245			249			252			0				0				0				0				0	35	0	0	0	0	0	0


627		1		9		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		0		0		0		0		0		33		0		0		0		0		0		0

//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
628		3		7		1		20		5			9			12			16			19			22			25			27			30			32			34			36			37			38			40			41			42			43			44			45			0				0				0				0				0	99	0	0	0	0	0	0
629		3		9		1		20		6			11			15			19			23			27			30			33			36			39			41			43			45			46			48			49			50			51			52			53			628				0				0				0				0	107	0	0	0	0	0	0
630		3		8		1		20		5			9			12			16			19			22			25			27			30			32			34			36			37			38			40			41			42			43			44			45			0				0				0				0				0	101	0	0	0	0	0	0

//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
//Add Rush
631		2		8		10		10		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0				0				0				0				0	67	0	0	0	0	0	0

632		2		8		10		10		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0		0		0		0				0		68		0		0		0		0		0		0
633		2		9		1		20		6		11		15		19		23		27		30		33		36		39		41		43		45		46		48		49		50		51		52		53		632		0		0		0				0		72		0		0		0		0		0		0
//XI		2
634		1		8		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0		0		0		0				32		0		0		0		0		0		0		0
635		1		9		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0		0		0		0				0		0		0		0		0		0		0		0
636		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		634		0		0		0				36		0		0		0		0		0		0		0
637		1		9		1		20		33		56		77		97		115		132		148		162		175		186		197		207		215		223		230		236		241		245		249		252		0		0		0		0				35		0		0		0		0		0		0		0
638		1		9		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		0		0		0		0				33		0		0		0		0		0		0		0
639		3		7		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				99		0		0		0		0		0		0		0
640		3		9		1		20		6		11		15		19		23		27		30		33		36		39		41		43		45		46		48		49		50		51		52		53		639		0		0		0				107		0		0		0		0		0		0		0
641		3		7		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				101		0		0		0		0		0		0		0
642		2		9		10		10		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0		0		0		0				69		0		0		0		0		0		0		0
//XI		3
643		1		8		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0		0		0		0				0		0		32		0		0		0		0		0
644		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		0		0		0		0		0
645		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		643		0		0		0				0		0		36		0		0		0		0		0
646		1		9		1		20		33		56		77		97		115		132		148		162		175		186		197		207		215		223		230		236		241		245		249		252		0		0		0		0				0		0		35		0		0		0		0		0
647		1		9		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		0		0		0		0				0		0		33		0		0		0		0		0
648		3		7		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				0		0		99		0		0		0		0		0
649		3		9		1		20		6		11		15		19		23		27		30		33		36		39		41		43		45		46		48		49		50		51		52		53		648		0		0		0				0		0		107		0		0		0		0		0
650		3		8		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				0		0		101		0		0		0		0		0
651		2		9		10		10		0		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0		0		0		0				0		0		69		0		0		0		0		0
652		2		9		10		10		0		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0		0		0		0				0		0		72		0		0		0		0		0
//XI		3
653		1		8		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0		0		0		0				0		0		0		0		0		0		0		0
654		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		0		0		0		0		0
655		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		0		0		0		0		0
656		1		9		1		20		33		56		77		97		115		132		148		162		175		186		197		207		215		223		230		236		241		245		249		252		0		0		0		0				0		0		0		0		0		35		0		0
657		1		9		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		0		0		0		0				0		0		0		0		0		33		0		0
658		3		7		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				0		0		0		0		0		99		0		0
659		3		9		1		20		6		11		15		19		23		27		30		33		36		39		41		43		45		46		48		49		50		51		52		53		658		0		0		0				0		0		0		0		0		107		0		0
660		3		8		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				0		0		0		0		0		101		0		0
661		2		8		10		10		0		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0		0		0		0				0		0		0		0		0		67		0		0
662		2		9		1		20		0		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		661		0		0		0				0		0		0		0		0		71		0		0
//XI		4
//Index		Group		Rank		MinLevel		MaxLevel		MainValue1		MainValue2		MainValue3		MainValue4		MainValue5		MainValue6		MainValue7		MainValue8		MainValue9		MainValue10		MainValue11		MainValue12		MainValue13		MainValue14		MainValue15		MainValue16		MainValue17		MainValue18		MainValue19		MainValue20		RelatedSkill		ReplaceSkill		RequireSkill		RequireSkill		DW		DK		FE		MG		DL		SU		RF		GL
663		1		8		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0		0		0		0				0		0		0		32		0		0		0		0
664		1		8		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		31		0		0		0		0
665		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		663		0		0		0				0		0		0		36		0		0		0		0
666		1		9		1		20		33		56		77		97		115		132		148		162		175		186		197		207		215		223		230		236		241		245		249		252		0		0		0		0				0		0		0		35		0		0		0		0
667		1		9		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		0		0		0		0				0		0		0		33		0		0		0		0
668		3		7		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				0		0		0		99		0		0		0		0
669		3		9		1		20		6		11		15		19		23		27		30		33		36		39		41		43		45		46		48		49		50		51		52		53		668		0		0		0				0		0		0		107		0		0		0		0
//XI		5
670		1		8		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0		0		0		0				0		0		0		0		32		0		0		0
671		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		0		0		0		0		0
672		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		670		0		0		0				0		0		0		0		36		0		0		0
673		1		9		1		20		33		56		77		97		115		132		148		162		175		186		197		207		215		223		230		236		241		245		249		252		0		0		0		0				0		0		0		0		35		0		0		0
674		1		9		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		0		0		0		0				0		0		0		0		33		0		0		0
675		3		7		1		20		5		9		12		16		19		22		25		27		30		32		34		36		37		38		40		41		42		43		44		45		0		0		0		0				0		0		0		0		99		0		0		0
676		3		9		1		20		6		11		15		19		23		27		30		33		36		39		41		43		45		46		48		49		50		51		52		53		675		0		0		0				0		0		0		0		107		0		0		0
//XI		6


677		1		8		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0		0		0		0				0		0		0		0		0		0		0		0
678		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		0		0		0		0		0
679		1		9		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		0		0		0		0		0

//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
680		1		9		1		20		33			56			77			97			115			132			148			162			175			186			197			207			215			223			230			236			241			245			249			252			0				0				0				0				0	0	0	0	0	0	35	0


681		1		9		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		0		0		0		0				0		0		0		0		0		0		33		0

//Index	Group	Rank	MinLvl	MaxLvl	MainValue1	MainValue2	MainValue3	MainValue4	MainValue5	MainValue6	MainValue7	MainValue8	MainValue9	MainValue10	MainValue11	MainValue12	MainValue13	MainValue14	MainValue15	MainValue16	MainValue17	MainValue18	MainValue19	MainValue20	RelatedSkill	ReplaceSkill	RequireSkill	RequireSkill	DW	DK	FE	MG	DL	SU	RF	GL
682		3		7		1		20		5			9			12			16			19			22			25			27			30			32			34			36			37			38			40			41			42			42			43			44			0				0				0				0				0	0	0	0	0	0	99	0
683		3		9		1		20		6			11			15			19			23			27			30			33			36			39			41			43			45			46			48			49			50			51			52			53			682				0				682				0				0	0	0	0	0	0	107	0


//XI		7
684		1		8		1		20		12.04				20.18				27.76				34.80				41.31		47.33				52.86				57.94				62.57				66.78				70.59				74.02				77.09				79.82				82.23				84.34				86.16				87.73				89.05				90.16		0		0		0		0				0		0		0		0		0		0		0		0
685		1		8		1		20		12.04				20.18				27.76				34.80				41.31		47.33				52.86				57.94				62.57				66.78				70.59				74.02				77.09				79.82				82.23				84.34				86.16				87.73				89.05				90.16		0		0		0		0				0		0		0		0		0		0		0		30
686		1		9		1		20		12.04				20.18				27.76				34.80				41.31		47.33				52.86				57.94				62.57				66.78				70.59				74.02				77.09				79.82				82.23				84.34				86.16				87.73				89.05				90.16		685		0		0		0				0		0		0		0		0		0		0		34
687		2		2		1		20		6.32				11.21				15.76				19.98				23.89		27.50				30.82				33.86				36.64				39.17				41.45				43.51				45.35				46.99				48.44				49.70				50.80				51.74				52.53				53.20		271		271		0		0				0		0		0		0		0		0		0		42
688		2		2		1		20		8.03				14.54				20.61				26.24				31.45		36.26				40.69				44.75				48.45				51.82				54.87				57.62				60.07				62.26				64.18				65.87				67.33				68.58				69.64				70.53		276		276		0		0				0		0		0		0		0		0		0		43
689		2		3		1		20		5.02				9.09				12.88				16.40				19.66		22.66				25.43				27.97				30.28				32.39				34.30				36.01				37.55				38.91				40.11				41.17				42.08				42.86				43.53				44.08		0		0		0		0				0		0		0		0		0		0		0		48
690		2		4		1		20		8.03				14.54				20.61				26.24				31.45		36.26				40.69				44.75				48.45				51.82				54.87				57.62				60.07				62.26				64.18				65.87				67.33				68.58				69.64				70.53		271		687		687		0				0		0		0		0		0		0		0		50
691		2		4		10		10		1		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		1.00		276		688		688		0				0		0		0		0		0		0		0		51
692		2		5		1		20		8.03				14.54				20.61				26.24				31.45		36.26				40.69				44.75				48.45				51.82				54.87				57.62				60.07				62.26				64.18				65.87				67.33				68.58				69.64				70.53		274		274		0		0				0		0		0		0		0		0		0		54
693		2		5		1		20		7.22				12.11				16.66				20.88				24.79		28.40				31.72				34.76				37.54				40.07				42.35				44.41				46.25				47.89				49.34				50.60				51.70				52.64				53.43				54.10		273		273		0		0				0		0		0		0		0		0		0		53
694		2		6		1		20		1.81				3.03				4.16				5.22				6.20				7.10				7.93				8.69				9.39				10.02				10.59				11.10				11.56				11.97				12.33				12.65				12.92				13.16				13.36				13.52		274		692		692		0				0		0		0		0		0		0		0		58
695		2		7		10		10		0		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		274		692		692		0				0		0		0		0		0		0		0		62
696		2		5		1		20		8.03				14.54				20.61				26.24				31.45		36.26				40.69				44.75				48.45				51.82				54.87				57.62				60.07				62.26				64.18				65.87				67.33				68.58				69.64				70.53		279		279		0		0				0		0		0		0		0		0		0		55
697		2		6		1		20		1.81				3.03				4.16				5.22				6.20				7.10				7.93				8.69				9.39				10.02				10.59				11.10				11.56				11.97				12.33				12.65				12.92				13.16				13.36				13.52		279		696		696		0				0		0		0		0		0		0		0		59
698		2		7		10		10		4		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		4.00		279		696		696		0				0		0		0		0		0		0		0		63
699		2		7		1		20		11.54				19.68				27.26				34.30				40.81		46.83				52.36				57.44				62.07				66.28				70.09				73.52				76.59				79.32				81.73				83.84				85.66				87.23				88.55				89.66		277		277		0		0				0		0		0		0		0		0		0		61
700		2		8		10		10		0		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0		0		0		0				0		0		0		0		0		0		0		66
701		2		9		1		20		1.81				3.03				4.16				5.22				6.20				7.10				7.93				8.69				9.39				10.02				10.59				11.10				11.56				11.97				12.33				12.65				12.92				13.16				13.36				13.52		700		700		0		0				0		0		0		0		0		0		0		70
702		3		2		1		20		5.02				9.09				12.88				16.40				19.66		22.66				25.43				27.97				30.28				32.39				34.30				36.01				37.55				38.91				40.11				41.17				42.08				42.86				43.53				44.08		0		0		0		0				0		0		0		0		0		0		0		77
703		3		2		1		20		8.03				14.54				20.61				26.24				31.45		36.26				40.69				44.75				48.45				51.82				54.87				57.62				60.07				62.26				64.18				65.87				67.33				68.58				69.64				70.53		272		272		0		0				0		0		0		0		0		0		0		78
704		3		2		1		20		8.03				14.54				20.61				26.24				31.45		36.26				40.69				44.75				48.45				51.82				54.87				57.62				60.07				62.26				64.18				65.87				67.33				68.58				69.64				70.53		0		0		0		0				0		0		0		0		0		0		0		80
705		3		3		1		20		1.20				2.02				2.78				3.48				4.13				4.73				5.29				5.79				6.26				6.68				7.06				7.40				7.71				7.98				8.22				8.43				8.62				8.77				8.91				9.02		702		0		0		0				0		0		0		0		0		0		0		81
706		3		2		1		20		8.03				14.54				20.61				26.24				31.45		36.26				40.69				44.75				48.45				51.82				54.87				57.62				60.07				62.26				64.18				65.87				67.33				68.58				69.64				70.53		703		0		0		0				0		0		0		0		0		0		0		82
707		3		2		1		20		8.03				14.54				20.61				26.24				31.45		36.26				40.69				44.75				48.45				51.82				54.87				57.62				60.07				62.26				64.18				65.87				67.33				68.58				69.64		70.53		0		0		0				0						0		0		0		0		0		0				0		84
708		3		4		1		20		1.81				3.03				4.16				5.22				6.20				7.10				7.93				8.69				9.39				10.02				10.59				11.10				11.56				11.97				12.33				12.65				12.92				13.16				13.36				13.52		278		278		0		0				0		0		0		0		0		0		0		85
709		3		5		1		20		1.81				3.03				4.16				5.22				6.20				7.10				7.93				8.69				9.39				10.02				10.59				11.10				11.56				11.97				12.33				12.65				12.92				13.16				13.36				13.52		278		708		708		0				0		0		0		0		0		0		0		89
710		3		6		10		10		0		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		278		709		709		0				0		0		0		0		0		0		0		93
711		3		9		1		10		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3		3.34		0		0		0		0				0		0		0		0		0		0		0		105
712		3		9		1		10		1.00		1.25		1.47		1.67		1.86		2.04		2.21		2.37		2.51		2.64		2.76		2.86		2.95		3.03		3.10		3.16		3.21		3.26		3.3		3.34		0		0		0		0				0		0		0		0		0		0		0		106
713		1		8		1		20		1.00		1.82		2.58		3.28		3.93		4.53		5.09		5.59		6.06		6.48		6.86		7.20		7.51		7.78		8.02		8.23		8.42		8.57		8.71		8.82		0		0		0		0				0		0		0		0		0		0		0		32
714		1		8		1		20		1.00		1.41		1.79		2.14		2.47		2.77		3.04		3.30		3.53		3.74		3.93		4.10		4.25		4.39		4.51		4.62		4.71		4.79		4.85		4.91		0		0		0		0				0		0		0		0		0		0		0		0
